seed,status,score,bucket,reason,elapsed_ms,expanded_nodes,unique_states
26835,unknown,,unknown,limits_reached,20003.608,13155,108981
26836,solved,87051.845000,Easy,,513.131,262,682
26837,solved,93524.345000,Medium,,156.804,79,212
26838,solved,155484.887000,Hard,,5615.376,5955,6205
26839,unknown,,unknown,limits_reached,5133.692,6902,95457
26840,solved,87625.043000,Easy,,198.986,108,281
26841,solved,117326.458000,Hard,,197.106,88,202
26842,solved,89605.458000,Easy,,964.577,348,650
26843,solved,87753.657000,Easy,,134.624,55,210
26844,unknown,,unknown,limits_reached,5005.014,5910,98033
26845,solved,96065.475000,Medium,,153.527,68,159
26846,solved,87594.861000,Easy,,1322.196,274,694
26847,solved,115072.351000,Hard,,6278.043,3061,3353
26848,solved,103764.344000,Hard,,1340.706,1469,1550
26849,solved,83706.977000,Easy,,196.794,79,270
26850,unknown,,unknown,limits_reached,20019.623,7495,96385
26851,solved,135761.908000,Hard,,833.114,902,1060
26852,solved,155965.433000,Hard,,1485.631,1567,1785
26853,solved,88482.812000,Easy,,167.802,98,365
26854,solved,88749.058000,Easy,,186.174,82,181
26855,solved,96296.063000,Medium,,2246.137,640,1015
26856,solved,140143.046000,Hard,,621.882,504,862
26857,solved,98836.286000,Medium,,417.049,293,417
26858,solved,90695.849000,Medium,,230.596,119,352
26859,solved,103275.200000,Medium,,295.510,107,272
26860,solved,84373.563000,Easy,,136.886,45,180
26861,solved,85391.573000,Easy,,5197.369,1368,1754
26862,solved,84056.090000,Easy,,197.687,134,286
26863,solved,105289.037000,Hard,,503.418,545,727
26864,unknown,,unknown,limits_reached,6730.900,6438,88425
26865,solved,88462.138000,Easy,,525.503,207,574
26866,solved,92763.412000,Medium,,807.421,178,688
26867,solved,81817.819000,Easy,,95.893,45,145
26868,solved,85748.747000,Easy,,226.558,72,193
26869,solved,87531.217000,Easy,,382.314,129,427
26870,solved,94367.746000,Medium,,1830.151,1095,1933
26871,unknown,,unknown,limits_reached,13771.889,15175,110544
26872,solved,89708.540000,Easy,,2121.694,481,863
26873,solved,90371.914000,Medium,,890.578,203,843
26874,solved,90405.768000,Medium,,2415.409,532,747
26875,solved,145120.297000,Hard,,754.214,1122,1232
26876,solved,90576.250000,Medium,,2342.316,652,1126
26877,solved,93462.840000,Medium,,620.444,183,477
26878,solved,121407.229000,Hard,,941.162,840,950
26879,solved,103901.324000,Hard,,195.663,110,202
26880,solved,86240.495000,Easy,,457.375,209,546
26881,solved,91124.560000,Medium,,2961.594,980,1277
26882,unknown,,unknown,limits_reached,5009.137,6808,70653
26883,unknown,,unknown,limits_reached,20022.309,18118,80130
26884,unknown,,unknown,limits_reached,5393.586,5344,75278
26885,solved,136470.170000,Hard,,397.311,271,448
26886,solved,138611.504000,Hard,,1533.992,1011,1225
26887,solved,90127.762000,Medium,,4408.865,783,1454
26888,unknown,,unknown,limits_reached,5124.072,11163,61386
26889,solved,81751.719000,Easy,,132.343,62,143
26890,solved,87468.794000,Easy,,441.296,111,382
26891,solved,86586.544000,Easy,,1127.372,791,1107
26892,solved,89763.277000,Easy,,5674.496,1161,1683
26893,solved,138704.907000,Hard,,500.012,302,526
26894,solved,94615.173000,Medium,,329.145,115,393
26895,solved,86839.320000,Easy,,792.881,243,808
26896,solved,83161.394000,Easy,,170.155,90,276
26897,solved,110497.637000,Hard,,387.187,247,482
26898,solved,84997.351000,Easy,,99.667,55,156
26899,solved,89501.246000,Easy,,1383.355,338,834
26900,unknown,,unknown,limits_reached,20004.331,16449,87913
26901,solved,111734.821000,Hard,,1885.092,1515,1628
26902,solved,109169.034000,Hard,,275.346,110,294
26903,solved,92298.279000,Medium,,1206.946,335,834
26904,solved,95996.426000,Medium,,1550.309,651,1607
26905,solved,92698.723000,Medium,,173.146,66,238
26906,solved,87550.979000,Easy,,867.900,195,562
26907,solved,94650.967000,Medium,,368.151,268,394
26908,solved,121263.038000,Hard,,1116.263,1329,1582
26909,solved,84603.519000,Easy,,464.414,263,412
26910,unknown,,unknown,limits_reached,20006.039,9646,113175
26911,solved,122515.013000,Hard,,1462.601,1414,1536
26912,solved,89939.393000,Medium,,548.691,199,465
26913,solved,94149.903000,Medium,,1128.264,527,870
26914,unknown,,unknown,limits_reached,20001.341,27473,46247
26915,solved,85121.250000,Easy,,731.084,180,442
26916,solved,149894.364000,Hard,,3663.778,2349,2821
26917,solved,95400.109000,Medium,,1039.645,1036,1241
26918,solved,111960.255000,Hard,,295.567,161,275
26919,solved,83443.373000,Easy,,471.764,109,246
26920,solved,91869.076000,Medium,,195.718,60,195
26921,unknown,,unknown,limits_reached,20010.202,8324,102891
26922,solved,132103.662000,Hard,,1150.828,1474,1675
26923,solved,88713.142000,Easy,,151.268,67,179
26924,solved,87789.813000,Easy,,362.356,151,406
26925,solved,97170.659000,Medium,,486.794,188,542
26926,solved,105543.009000,Hard,,205.557,119,269
26927,solved,98834.448000,Medium,,2125.372,1825,1954
26928,solved,118636.018000,Hard,,778.950,804,1062
26929,solved,87062.116000,Easy,,274.079,84,268
26930,solved,93357.478000,Medium,,2431.044,533,1634
26931,solved,96324.352000,Medium,,293.852,127,278
26932,solved,92495.566000,Medium,,369.616,127,375
26933,solved,94334.474000,Medium,,4317.775,1099,1960
26934,solved,112243.781000,Hard,,305.688,206,389
26935,solved,82957.347000,Easy,,190.037,53,157
26936,unknown,,unknown,limits_reached,5006.681,8957,72675
26937,solved,128612.216000,Hard,,497.958,446,646
26938,unknown,,unknown,limits_reached,20005.943,9560,105151
26939,solved,83287.937000,Easy,,128.832,46,117
26940,solved,119257.582000,Hard,,1551.936,1411,2691
26941,unknown,,unknown,limits_reached,20004.630,18268,102797
26942,unknown,,unknown,limits_reached,20023.091,4900,103611
26943,solved,99850.358000,Medium,,437.405,374,531
26944,solved,83132.201000,Easy,,353.907,76,212
26945,solved,86739.076000,Easy,,698.734,204,354
26946,solved,132723.412000,Hard,,6976.057,7304,7468
26947,solved,115725.605000,Hard,,230.841,225,308
26948,solved,88396.334000,Easy,,403.004,199,384
26949,solved,128773.444000,Hard,,1723.819,1908,2011
26950,solved,114516.126000,Hard,,658.856,590,712
26951,solved,93935.901000,Medium,,169.749,174,274
26952,solved,89410.056000,Easy,,1673.925,442,963
26953,solved,83851.971000,Easy,,174.254,111,278
26954,solved,102392.420000,Medium,,466.694,655,837
26955,solved,143480.597000,Hard,,1816.205,2084,2199
26956,solved,86056.022000,Easy,,325.325,168,333
26957,solved,107327.860000,Hard,,2048.686,1309,1682
26958,unknown,,unknown,limits_reached,20236.815,7746,102219
26959,unknown,,unknown,limits_reached,20011.309,10696,112972
26960,solved,98298.683000,Medium,,132.566,59,153
26961,solved,121394.898000,Hard,,197.951,167,276
26962,solved,89667.158000,Easy,,1939.300,353,697
26963,solved,87951.674000,Easy,,637.221,279,574
26964,unknown,,unknown,limits_reached,12651.678,12306,75450
26965,solved,88986.080000,Easy,,294.360,91,386
26966,solved,109489.516000,Hard,,3750.953,1797,2363
26967,solved,94383.588000,Medium,,579.346,530,791
26968,unknown,,unknown,limits_reached,5382.498,12345,31927
26969,solved,96337.107000,Medium,,623.804,243,739
26970,unknown,,unknown,limits_reached,5137.865,12624,40087
26971,solved,93790.997000,Medium,,2140.014,962,2651
26972,solved,85927.370000,Easy,,412.584,172,473
26973,solved,130163.543000,Hard,,5151.064,4199,4446
26974,solved,136972.387000,Hard,,784.052,547,739
26975,unknown,,unknown,limits_reached,20012.484,6037,113147
26976,solved,114536.191000,Hard,,1142.592,674,1372
26977,solved,88329.418000,Easy,,178.656,69,197
26978,unknown,,unknown,limits_reached,5191.115,8473,57111
26979,solved,123549.898000,Hard,,200.482,182,249
26980,solved,152593.034000,Hard,,7311.372,6384,6745
26981,solved,94962.953000,Medium,,2370.378,1046,2144
26982,solved,103407.519000,Medium,,182.584,61,206
26983,solved,89841.670000,Medium,,311.881,241,437
26984,solved,88284.949000,Easy,,2724.629,484,1101
26985,solved,95570.676000,Medium,,4812.402,1240,2930
26986,solved,88526.800000,Easy,,182.421,67,163
26987,solved,124211.542000,Hard,,399.945,583,771
26988,solved,90147.924000,Medium,,4552.212,1141,1607
26989,solved,87437.755000,Easy,,1021.649,537,1207
26990,solved,99318.211000,Medium,,1736.451,874,1157
26991,solved,137298.435000,Hard,,437.841,290,456
26992,solved,126412.818000,Hard,,1879.895,2225,3006
26993,unknown,,unknown,limits_reached,20035.048,9671,108649
26994,solved,144750.943000,Hard,,302.059,155,397
26995,solved,98172.107000,Medium,,2167.544,563,1481
26996,unknown,,unknown,limits_reached,20000.543,8250,101898
26997,solved,83490.137000,Easy,,1968.819,488,638
26998,solved,145232.500000,Hard,,3588.929,3342,3544
26999,solved,86833.249000,Easy,,181.184,72,279
27000,solved,97670.598000,Medium,,279.634,196,371
27001,solved,151187.559000,Hard,,7734.725,9474,10164
27002,solved,131683.774000,Hard,,334.914,259,396
27003,unknown,,unknown,limits_reached,20129.205,7085,110887
27004,solved,104050.320000,Hard,,266.268,129,512
27005,unknown,,unknown,limits_reached,12956.606,5651,90994
27006,solved,135352.116000,Hard,,464.008,554,708
27007,solved,86605.799000,Easy,,163.689,76,254
27008,unknown,,unknown,limits_reached,5106.625,4192,101393
27009,solved,98879.531000,Medium,,356.662,112,221
27010,solved,83188.273000,Easy,,162.245,60,184
27011,solved,115627.414000,Hard,,626.277,618,697
27012,solved,86067.021000,Easy,,321.693,224,491
27013,solved,96437.901000,Medium,,1186.400,354,1151
27014,solved,97550.769000,Medium,,6852.851,4148,4341
27015,solved,142956.433000,Hard,,774.445,595,820
27016,solved,89201.938000,Easy,,700.779,207,544
27017,solved,92762.970000,Medium,,2042.880,1101,2131
27018,solved,102433.112000,Medium,,1197.304,1318,1421
27019,solved,97219.122000,Medium,,250.895,82,290
27020,solved,109187.407000,Hard,,320.145,196,367
27021,solved,152683.441000,Hard,,669.936,543,678
27022,solved,117402.329000,Hard,,1480.817,957,1300
27023,solved,92198.551000,Medium,,1637.018,553,1698
27024,solved,87685.103000,Easy,,683.545,419,567
27025,solved,121919.897000,Hard,,3273.004,3329,3494
27026,unknown,,unknown,limits_reached,8477.988,20225,22084
27027,solved,101530.669000,Medium,,463.748,294,473
27028,solved,96691.418000,Medium,,2544.014,1717,2016
27029,solved,120784.841000,Hard,,3151.957,2538,2804
27030,solved,95339.476000,Medium,,7885.603,2225,3284
27031,unknown,,unknown,limits_reached,20005.849,12484,114086
27032,solved,91570.638000,Medium,,247.278,93,392
27033,solved,79943.048000,Easy,,171.661,59,181
27034,solved,86197.462000,Easy,,161.705,104,316
27035,solved,85819.945000,Easy,,435.107,156,357
27036,solved,120435.080000,Hard,,401.185,273,394
27037,solved,84596.326000,Easy,,268.775,110,238
27038,solved,120109.396000,Hard,,209.900,119,262
27039,solved,95120.927000,Medium,,6601.270,1162,1526
27040,unknown,,unknown,limits_reached,5321.668,8756,49188
27041,solved,89371.882000,Easy,,1594.149,353,942
27042,unknown,,unknown,limits_reached,20005.822,7308,107617
27043,solved,164196.987000,Hard,,847.517,690,889
27044,solved,97455.962000,Medium,,861.903,511,778
27045,solved,84108.941000,Easy,,168.843,49,191
27046,solved,88472.001000,Easy,,969.365,170,499
27047,solved,126231.644000,Hard,,1314.395,1419,1759
27048,solved,122956.276000,Hard,,1032.731,681,777
27049,solved,85469.632000,Easy,,220.798,57,249
27050,solved,113800.228000,Hard,,424.083,249,377
27051,solved,85074.139000,Easy,,520.133,137,414
27052,solved,88487.875000,Easy,,257.109,92,258
27053,solved,97425.634000,Medium,,283.870,187,357
27054,solved,93134.831000,Medium,,89.099,56,157
27055,unknown,,unknown,limits_reached,5345.062,5454,77602
27056,solved,105435.518000,Hard,,216.478,167,310
27057,solved,85472.921000,Easy,,5420.407,1772,2110
27058,solved,90149.272000,Medium,,2460.302,790,1579
27059,solved,88698.860000,Easy,,168.780,85,285
27060,solved,90732.051000,Medium,,4190.519,798,1436
27061,solved,92206.662000,Medium,,2664.801,1074,1928
27062,solved,111296.719000,Hard,,614.721,319,721
27063,solved,84149.720000,Easy,,202.756,241,372
27064,unknown,,unknown,limits_reached,20010.626,7128,112063
27065,solved,90085.512000,Medium,,2329.653,533,900
27066,solved,93248.922000,Medium,,1721.514,661,1673
27067,solved,88990.362000,Easy,,1292.256,410,724
27068,solved,110315.585000,Hard,,288.622,142,417
27069,solved,114686.019000,Hard,,314.274,225,464
27070,solved,86890.674000,Easy,,163.593,87,216
27071,solved,85579.510000,Easy,,182.037,64,211
27072,solved,127529.466000,Hard,,674.347,598,744
27073,solved,87371.365000,Easy,,199.860,112,312
27074,solved,92236.790000,Medium,,3359.465,1033,1464
27075,solved,94569.423000,Medium,,3656.338,1811,2639
27076,solved,138535.695000,Hard,,1103.174,990,1150
27077,unknown,,unknown,limits_reached,13132.078,15049,96764
27078,solved,131288.159000,Hard,,1883.338,1688,1884
27079,solved,86812.677000,Easy,,499.894,127,342
27080,solved,90450.667000,Medium,,2391.270,524,973
27081,solved,131385.763000,Hard,,858.784,576,1074
27082,solved,94663.732000,Medium,,2598.756,1922,2243
27083,solved,140509.821000,Hard,,579.876,277,475
27084,solved,101183.961000,Medium,,384.566,249,425
27085,unknown,,unknown,limits_reached,5441.268,5974,93831
27086,solved,94100.600000,Medium,,674.860,544,1353
27087,solved,137347.551000,Hard,,2144.491,2521,2857
27088,solved,107967.209000,Hard,,416.240,190,407
27089,solved,85200.325000,Easy,,266.438,83,201
27090,solved,124175.981000,Hard,,263.861,134,277
27091,solved,87467.311000,Easy,,207.223,80,231
27092,solved,127300.482000,Hard,,2606.364,2833,2964
27093,solved,89090.576000,Easy,,668.738,199,658
27094,solved,103725.638000,Hard,,448.368,235,612
27095,solved,102926.653000,Medium,,194.619,95,268
27096,solved,147831.201000,Hard,,4207.572,6613,55777
27097,solved,87935.420000,Easy,,227.975,133,372
27098,solved,88234.267000,Easy,,1964.676,753,1083
27099,solved,85095.467000,Easy,,1376.145,364,471
27100,solved,86957.947000,Easy,,236.180,86,260
27101,solved,104327.931000,Hard,,1312.682,1606,1839
27102,unknown,,unknown,limits_reached,5013.135,5987,82297
27103,solved,89923.823000,Medium,,217.506,93,297
27104,solved,86525.968000,Easy,,161.107,68,257
27105,solved,112234.191000,Hard,,289.676,134,312
27106,solved,101053.438000,Medium,,369.995,230,506
27107,solved,90850.850000,Medium,,2401.470,1103,2333
27108,solved,99227.266000,Medium,,130.022,77,177
27109,solved,88187.624000,Easy,,1003.676,212,610
27110,solved,98557.791000,Medium,,4529.619,1214,1883
27111,solved,83418.370000,Easy,,112.545,49,134
27112,solved,136565.670000,Hard,,645.519,403,743
27113,solved,85882.068000,Easy,,785.031,207,569
27114,solved,86811.986000,Easy,,1758.649,349,599
27115,solved,93194.580000,Medium,,6903.831,1313,2187
27116,solved,99774.392000,Medium,,267.539,191,320
27117,solved,87092.447000,Easy,,345.071,289,524
27118,solved,102101.254000,Medium,,477.653,181,388
27119,solved,92402.174000,Medium,,2032.960,1770,3409
27120,solved,85354.380000,Easy,,1030.256,363,644
27121,solved,88551.911000,Easy,,600.701,221,764
27122,solved,112472.862000,Hard,,993.189,932,1122
27123,solved,96759.801000,Medium,,1469.105,518,1475
27124,solved,85001.717000,Easy,,896.610,222,333
27125,solved,111257.512000,Hard,,1156.645,1144,1251
27126,solved,83919.300000,Easy,,376.411,158,430
27127,solved,100017.707000,Medium,,248.887,171,325
27128,unknown,,unknown,limits_reached,5188.302,3920,87212
27129,solved,81455.228000,Easy,,145.029,45,135
27130,solved,90160.774000,Medium,,1117.342,332,846
27131,solved,82888.467000,Easy,,140.381,106,194
27132,solved,113025.070000,Hard,,176.045,107,244
27133,solved,86263.881000,Easy,,132.505,64,186
27134,solved,93123.606000,Medium,,1100.910,1073,1321
27135,solved,85133.471000,Easy,,798.478,454,1006
27136,unknown,,unknown,limits_reached,20007.907,9534,91381
27137,solved,91623.512000,Medium,,1244.735,551,1235
27138,solved,93505.834000,Medium,,2933.274,995,2655
27139,solved,106815.876000,Hard,,1459.631,1014,1211
27140,solved,164020.688000,Hard,,5378.233,6036,6267
27141,solved,110579.316000,Hard,,184.073,156,285
27142,solved,81447.840000,Easy,,208.208,73,201
27143,unknown,,unknown,limits_reached,20079.042,20019,113657
27144,solved,101668.280000,Medium,,140.546,53,138
27145,solved,118538.592000,Hard,,1918.407,1540,1691
27146,solved,130878.279000,Hard,,1512.174,1946,2115
27147,solved,143324.214000,Hard,,1021.721,719,928
27148,solved,84463.596000,Easy,,198.489,106,341
27149,unknown,,unknown,limits_reached,5139.107,4840,92186
27150,solved,107352.386000,Hard,,1834.433,695,1572
27151,solved,126795.403000,Hard,,431.566,337,499
27152,solved,94395.095000,Medium,,920.609,959,1080
27153,solved,84581.141000,Easy,,150.476,61,194
27154,solved,86270.586000,Easy,,304.675,200,521
27155,solved,87511.149000,Easy,,463.877,235,482
27156,unknown,,unknown,limits_reached,20003.214,21303,72500
27157,unknown,,unknown,limits_reached,20003.583,14559,116426
27158,solved,85677.796000,Easy,,212.156,88,294
27159,solved,104845.453000,Hard,,1176.765,1170,1246
27160,unknown,,unknown,limits_reached,5522.593,5636,79743
27161,solved,90855.042000,Medium,,118.659,57,210
27162,solved,118994.802000,Hard,,133.995,103,194
27163,solved,84275.277000,Easy,,183.195,99,324
27164,solved,91087.349000,Medium,,153.886,90,208
27165,solved,89842.890000,Medium,,338.757,166,477
27166,solved,83402.834000,Easy,,148.819,99,227
27167,solved,83973.713000,Easy,,192.847,78,205
27168,solved,94591.759000,Medium,,547.788,250,621
27169,solved,87269.970000,Easy,,290.404,98,274
27170,solved,85515.047000,Easy,,198.354,55,226
27171,solved,89308.848000,Easy,,1105.320,304,694
27172,solved,108493.590000,Hard,,413.189,376,538
27173,solved,92967.542000,Medium,,261.331,147,260
27174,solved,92695.429000,Medium,,4290.999,1505,1843
27175,solved,96008.934000,Medium,,3798.125,835,2547
27176,solved,94830.156000,Medium,,5069.819,1759,3383
27177,solved,91053.000000,Medium,,236.260,60,140
27178,unknown,,unknown,limits_reached,5263.292,5121,90293
27179,solved,138540.243000,Hard,,1455.243,1020,1299
27180,solved,103889.201000,Hard,,7646.237,2539,3469
27181,solved,177240.311000,Hard,,19260.521,18040,86969
27182,solved,85226.055000,Easy,,140.619,81,172
27183,solved,80243.362000,Easy,,180.216,67,193
27184,solved,108120.761000,Hard,,759.004,550,657
27185,solved,91361.773000,Medium,,469.218,187,459
27186,solved,109202.954000,Hard,,882.307,903,1044
27187,solved,91423.050000,Medium,,1221.753,546,1532
27188,solved,89352.834000,Easy,,378.609,99,296
27189,solved,87778.928000,Easy,,147.186,79,242
27190,solved,105069.789000,Hard,,385.473,463,591
27191,solved,93675.576000,Medium,,181.959,64,226
27192,solved,101013.296000,Medium,,310.594,293,560
27193,solved,119498.462000,Hard,,6447.452,4053,4321
27194,solved,86790.849000,Easy,,415.509,129,456
27195,solved,92834.348000,Medium,,826.996,184,370
27196,solved,86942.608000,Easy,,344.539,92,313
27197,solved,128984.271000,Hard,,1260.676,1468,1671
27198,solved,94114.803000,Medium,,1186.174,375,1498
27199,solved,89256.272000,Easy,,202.743,70,259
27200,solved,89793.765000,Easy,,856.564,250,667
27201,solved,92319.928000,Medium,,302.443,183,358
27202,solved,117050.137000,Hard,,2760.713,2810,3064
27203,solved,92017.313000,Medium,,384.155,257,518
27204,unknown,,unknown,limits_reached,6470.010,5039,94326
27205,solved,82993.243000,Easy,,1340.691,297,507
27206,solved,88801.717000,Easy,,200.439,104,403
27207,solved,105721.137000,Hard,,1872.276,582,1595
27208,solved,86939.293000,Easy,,262.898,200,341
27209,solved,113862.045000,Hard,,374.084,176,447
27210,solved,107450.857000,Hard,,725.571,794,972
27211,solved,92813.910000,Medium,,6587.403,1273,3239
27212,solved,90209.709000,Medium,,134.763,87,261
27213,solved,103432.519000,Hard,,352.272,281,365
27214,solved,125114.130000,Hard,,546.683,517,679
27215,solved,88311.352000,Easy,,157.727,77,309
27216,solved,84849.929000,Easy,,225.066,70,229
27217,solved,96205.428000,Medium,,149.959,61,278
27218,solved,92989.178000,Medium,,520.424,211,686
27219,unknown,,unknown,limits_reached,20029.747,6733,93736
27220,solved,100753.556000,Medium,,1684.085,1085,1286
27221,solved,98089.575000,Medium,,426.449,192,446
27222,unknown,,unknown,limits_reached,13006.073,14997,91192
27223,unknown,,unknown,limits_reached,5032.091,6691,73762
27224,solved,90355.382000,Medium,,541.054,301,720
27225,solved,112965.203000,Hard,,768.455,830,1005
27226,solved,88141.045000,Easy,,7252.276,2049,2381
27227,unknown,,unknown,limits_reached,7606.915,10620,52549
27228,unknown,,unknown,limits_reached,5028.035,6379,70342
27229,solved,127783.514000,Hard,,189.893,175,258
27230,solved,114392.816000,Hard,,560.796,579,697
27231,solved,100877.882000,Medium,,4322.340,4055,4211
27232,solved,85664.689000,Easy,,444.455,117,207
27233,solved,119561.304000,Hard,,395.963,230,394
27234,solved,92773.525000,Medium,,226.445,201,336
27235,solved,117964.103000,Hard,,508.224,508,665
27236,solved,109532.116000,Hard,,498.153,464,570
27237,unknown,,unknown,limits_reached,20008.780,8085,106096
27238,solved,91815.601000,Medium,,572.962,246,448
27239,solved,86703.472000,Easy,,1064.390,324,531
27240,solved,102726.396000,Medium,,233.865,113,299
27241,solved,88563.581000,Easy,,176.787,72,218
27242,solved,94168.510000,Medium,,135.070,74,215
27243,solved,89529.584000,Easy,,2840.959,798,1200
27244,solved,141431.805000,Hard,,736.951,1043,1214
27245,solved,132676.505000,Hard,,2470.328,3305,3997
27246,solved,108097.714000,Hard,,384.921,367,566
27247,solved,151622.846000,Hard,,979.150,918,1113
27248,solved,87419.350000,Easy,,189.084,82,271
27249,unknown,,unknown,limits_reached,5008.912,3896,103737
27250,solved,83613.826000,Easy,,103.415,41,147
27251,solved,91536.966000,Medium,,715.553,212,651
27252,solved,84026.581000,Easy,,198.952,76,168
27253,unknown,,unknown,limits_reached,5223.436,3646,87995
27254,solved,87895.117000,Easy,,771.697,192,409
27255,solved,91992.247000,Medium,,211.803,93,286
27256,solved,88494.238000,Easy,,475.252,304,547
27257,solved,93069.076000,Medium,,2920.899,499,1157
27258,solved,96294.361000,Medium,,231.570,203,311
27259,solved,83760.962000,Easy,,122.744,51,170
27260,solved,90458.113000,Medium,,2526.135,593,1055
27261,solved,93903.684000,Medium,,1956.281,542,1723
27262,solved,91599.151000,Medium,,2879.568,1082,1486
27263,solved,91815.752000,Medium,,4215.940,3672,3796
27264,solved,108635.681000,Hard,,576.327,567,745
27265,solved,99727.481000,Medium,,314.759,268,391
27266,solved,86612.346000,Easy,,394.028,187,423
27267,solved,109750.221000,Hard,,546.857,348,536
27268,solved,81948.153000,Easy,,148.104,73,196
27269,solved,90340.747000,Medium,,1483.326,435,1493
27270,solved,144074.977000,Hard,,1896.830,2953,22078
27271,solved,114763.163000,Hard,,1776.955,1693,1909
27272,solved,93689.151000,Medium,,601.623,526,767
27273,solved,109782.019000,Hard,,739.858,688,839
27274,solved,107694.497000,Hard,,278.275,141,302
27275,solved,87513.441000,Easy,,730.050,227,489
27276,solved,91932.555000,Medium,,4602.281,3091,3323
27277,solved,95818.765000,Medium,,2775.618,823,1838
27278,solved,111712.414000,Hard,,368.099,277,614
27279,solved,124960.218000,Hard,,829.944,464,868
27280,solved,95054.508000,Medium,,347.938,214,816
27281,solved,86988.967000,Easy,,182.855,124,354
27282,solved,85292.476000,Easy,,235.128,75,257
27283,solved,107251.198000,Hard,,202.870,156,307
27284,solved,84068.473000,Easy,,325.538,204,273
27285,solved,93026.336000,Medium,,149.612,54,196
27286,solved,88961.564000,Easy,,111.398,61,190
27287,solved,96393.394000,Medium,,2839.558,637,1162
27288,solved,89827.141000,Medium,,1964.500,761,1617
27289,unknown,,unknown,limits_reached,10080.579,15257,69210
27290,unknown,,unknown,limits_reached,13725.881,14260,105537
27291,solved,128936.308000,Hard,,563.074,605,842
27292,unknown,,unknown,limits_reached,5003.038,11056,38833
27293,solved,87725.045000,Easy,,518.234,141,396
27294,solved,96350.392000,Medium,,4153.621,1036,1510
27295,solved,93340.806000,Medium,,176.867,91,278
27296,unknown,,unknown,limits_reached,13027.010,4708,99200
27297,solved,96253.437000,Medium,,3420.417,954,2232
27298,solved,83684.873000,Easy,,146.759,53,189
27299,unknown,,unknown,limits_reached,20007.052,9613,97507
27300,unknown,,unknown,limits_reached,5003.746,6228,90427
27301,unknown,,unknown,limits_reached,13015.701,34916,39986
27302,solved,80986.957000,Easy,,110.537,36,106
27303,solved,82802.134000,Easy,,450.632,154,277
27304,solved,91810.000000,Medium,,799.297,400,814
27305,solved,91085.416000,Medium,,155.975,77,179
27306,solved,93369.997000,Medium,,2926.225,1253,2311
27307,solved,85744.368000,Easy,,224.137,120,281
27308,solved,88871.540000,Easy,,1100.858,426,1662
27309,solved,92786.907000,Medium,,144.043,86,164
27310,solved,89276.220000,Easy,,1646.230,489,1126
27311,solved,84858.986000,Easy,,1697.907,509,669
27312,solved,133604.137000,Hard,,324.476,284,450
27313,solved,118186.103000,Hard,,578.124,548,723
27314,solved,85256.071000,Easy,,481.665,159,275
27315,solved,106147.272000,Hard,,162.967,83,279
27316,solved,82742.761000,Easy,,134.966,53,167
27317,solved,93169.447000,Medium,,1073.894,284,761
27318,solved,84338.613000,Easy,,279.028,267,410
27319,solved,84844.234000,Easy,,246.845,119,383
27320,solved,94713.733000,Medium,,2455.365,1989,2370
27321,solved,134971.156000,Hard,,3498.607,3782,4061
27322,solved,121970.479000,Hard,,358.748,211,404
27323,solved,92331.144000,Medium,,728.304,174,585
27324,solved,134901.663000,Hard,,1437.770,1015,1234
27325,unknown,,unknown,limits_reached,20001.688,8199,97541
27326,unknown,,unknown,limits_reached,12335.161,7832,94734
27327,solved,109511.484000,Hard,,406.130,298,459
27328,solved,129080.549000,Hard,,2111.556,2056,2210
27329,solved,93785.361000,Medium,,590.787,285,707
27330,solved,116169.579000,Hard,,138.958,76,158
27331,unknown,,unknown,limits_reached,5076.143,6353,65639
27332,solved,97016.617000,Medium,,921.135,496,1125
27333,solved,92998.369000,Medium,,5644.659,1899,3626
27334,solved,89946.130000,Medium,,146.424,83,229
27335,solved,98362.148000,Medium,,629.184,214,452
27336,unknown,,unknown,limits_reached,13111.746,14080,107412
27337,solved,88010.630000,Easy,,336.729,124,443
27338,solved,92189.846000,Medium,,274.306,157,399
27339,solved,93077.020000,Medium,,244.209,148,368
27340,unknown,,unknown,limits_reached,5478.492,6079,89635
27341,unknown,,unknown,limits_reached,5811.308,12579,47348
27342,solved,87974.560000,Easy,,1936.922,447,674
27343,unknown,,unknown,limits_reached,5033.606,4608,98449
27344,solved,96936.670000,Medium,,2435.977,1078,1571
27345,solved,128299.078000,Hard,,340.032,161,390
27346,solved,124842.481000,Hard,,646.495,520,750
27347,solved,127222.996000,Hard,,432.936,399,488
27348,solved,96350.860000,Medium,,1297.472,380,1560
27349,solved,84347.308000,Easy,,375.536,319,543
27350,solved,88957.002000,Easy,,7973.773,1279,2093
27351,solved,85394.357000,Easy,,94.464,45,147
27352,unknown,,unknown,limits_reached,20007.496,6539,94103
27353,solved,120779.346000,Hard,,990.958,1153,1323
27354,solved,97249.868000,Medium,,930.791,246,785
27355,unknown,,unknown,limits_reached,13040.479,8757,97019
27356,solved,87579.324000,Easy,,794.022,484,824
27357,solved,86020.559000,Easy,,160.780,107,276
27358,solved,107431.968000,Hard,,873.710,1122,1214
27359,solved,90697.295000,Medium,,6049.698,1588,1931
27360,solved,118859.314000,Hard,,5911.240,5088,5174
27361,solved,89133.568000,Easy,,212.922,78,287
27362,solved,85408.073000,Easy,,259.747,133,396
27363,solved,92930.817000,Medium,,1653.853,1166,1608
27364,solved,119514.444000,Hard,,140.327,123,253
27365,solved,137370.634000,Hard,,646.195,392,594
